"gene_id","n_sets","set_members"
"LOC126344004",9,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126354907",9,"all_deseq2_results; all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83"
"LOC126354934",9,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_33_vs_50"
"LOC126355485",9,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83"
"LOC126278052",8,"all_deseq2_results; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126278485",8,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126281265",8,"all_deseq2_results; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126282181",8,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126336532",8,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83"
"LOC126336533",8,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83"
"LOC126336535",8,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83"
"LOC126336541",8,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126336866",8,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83"
"LOC126352958",8,"all_deseq2_results; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126356047",8,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_33_vs_50; DESeq2_Infected_diet_33_vs_83; DESeq2_Control_diet_33_vs_50"
"LOC126266862",7,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126267263",7,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267545",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126269845",7,"all_deseq2_results; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83"
"LOC126272116",7,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; all_diet_pairwise_results; DESeq2_50_vs_83"
"LOC126272290",7,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272511",7,"all_deseq2_results; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83"
"LOC126273306",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83"
"LOC126278220",7,"all_deseq2_results; all_infection_within_diet_results; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; interaction_coefficients; DESeq2_33_vs_50"
"LOC126279018",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; DESeq2_Control_diet_50_vs_83"
"LOC126281204",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_33_vs_50"
"LOC126292038",7,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126293737",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83"
"LOC126294950",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83; DESeq2_Control_diet_33_vs_83"
"LOC126336537",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83"
"LOC126336625",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126354610",7,"all_deseq2_results; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126354813",7,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83"
"LOC126266593",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126266596",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126266728",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126266759",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126266760",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126266840",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126266982",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267038",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267114",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; interaction_coefficients"
"LOC126267154",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267162",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267163",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267215",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267216",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267226",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267290",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126267343",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267355",6,"all_deseq2_results; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126267442",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267568",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267575",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126267629",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126268164",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126268172",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126268199",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126268218",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126269384",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126271634",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126271895",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272038",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272082",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272353",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272354",6,"all_deseq2_results; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126272507",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272609",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272718",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33"
"LOC126272850",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33"
"LOC126272858",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126272860",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126273060",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126273192",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126273222",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126273233",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_50"
"LOC126273393",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126275497",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126277383",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126277895",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126277903",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126277955",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278049",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278127",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278128",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278176",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278225",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278259",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278308",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278382",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278436",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278447",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_Control_diet_50_vs_83"
"LOC126278673",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278707",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278849",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126278953",6,"all_deseq2_results; all_diet_pairwise_results; DESeq2_33_vs_83; DESeq2_Control_diet_33_vs_83; DESeq2_Control_diet_50_vs_83; DESeq2_Infected_diet_33_vs_83"
"LOC126278962",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126279309",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126279611",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281165",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281245",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281299",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_83; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126281399",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; DESeq2_infected_vs_control_diet_33; all_diet_pairwise_results; DESeq2_33_vs_83"
"LOC126281410",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_83"
"LOC126281481",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281499",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281532",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281729",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281878",6,"all_deseq2_results; DESeq2_Infected_diet_33_vs_50; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_83"
"LOC126281914",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281915",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281958",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126281994",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126282030",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126282034",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126282072",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126282073",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126282100",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
"LOC126282173",6,"all_deseq2_results; all_infection_within_diet_results; DESeq2_infected_vs_control_diet_50; all_model_coefficients; DESeq2_infected_vs_control_diet_33; DESeq2_infected_vs_control_diet_83"
