"enrichment_context","database","family","comparison","direction","plot_label","DEG_set","term_id","term_name","term_description","ontology_or_theme","pathway_scope","GeneRatio","BgRatio","FoldEnrichment","p.adjust","qvalue","Count","n_listed_genes","DEG_gene_IDs","DEG_gene_names"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0060079","excitatory postsynaptic potential","excitatory postsynaptic potential","BP",NA,"7/799","15/5969",3.48627450980392,0.0369311848719594,0.0369311848719594,7,7,"LOC126269255; LOC126269352; LOC126271869; LOC126281676; LOC126281695; LOC126293524; LOC126293545","nAChRa2; nAChRa3; nAChRa4; nAChRa8; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0071616","acyl-CoA biosynthetic process","acyl-CoA biosynthetic process","BP",NA,"7/799","15/5969",3.48627450980392,0.0369311848719594,0.0369311848719594,7,7,"LOC126281648; LOC126281861; LOC126282322; LOC126291873; LOC126339944; LOC126347783; LOC126347864","unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0099565","chemical synaptic transmission, postsynaptic","chemical synaptic transmission, postsynaptic","BP",NA,"7/799","15/5969",3.48627450980392,0.0369311848719594,0.0369311848719594,7,7,"LOC126269255; LOC126269352; LOC126271869; LOC126281676; LOC126281695; LOC126293524; LOC126293545","nAChRa2; nAChRa3; nAChRa4; nAChRa8; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007427","epithelial cell migration, open tracheal system","epithelial cell migration, open tracheal system","BP",NA,"9/799","23/5969",2.923273657289,0.037176528522133,0.037176528522133,9,9,"LOC126266657; LOC126266830; LOC126278442; LOC126278997; LOC126281527; LOC126284041; LOC126345497; LOC126354819; LOC126356154","dpp; if; Sdc; sli; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0015718","monocarboxylic acid transport","monocarboxylic acid transport","BP",NA,"9/799","23/5969",2.923273657289,0.037176528522133,0.037176528522133,9,9,"LOC126272251; LOC126272275; LOC126272360; LOC126278890; LOC126285413; LOC126336682; LOC126354344; LOC126354562; LOC126354827","Mct1; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0072522","purine-containing compound biosynthetic process","purine-containing compound biosynthetic process","BP",NA,"20/799","76/5969",1.96594427244582,0.037176528522133,0.037176528522133,20,20,"LOC126267222; LOC126268164; LOC126274964; LOC126281265; LOC126281618; LOC126281648; LOC126281861; LOC126282322; LOC126291650; LOC126291873; LOC126295468; LOC126298865; LOC126324953; LOC126335775; LOC126335781; LOC126339944; LOC126347783; LOC126347864; LOC126357156; LOC126365957","Ac3; ade2; Adk3; Dpck; fbl; Hex-A; PyK; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:1901570","fatty acid derivative biosynthetic process","fatty acid derivative biosynthetic process","BP",NA,"8/799","19/5969",3.14551083591331,0.0381731270947866,0.0381731270947866,8,8,"LOC126281648; LOC126281861; LOC126282322; LOC126291873; LOC126339944; LOC126347783; LOC126347864; LOC126354620","unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0048878","chemical homeostasis","chemical homeostasis","BP",NA,"38/799","178/5969",1.59484467944481,0.0384848804929309,0.0384848804929309,38,38,"LOC126266656; LOC126267118; LOC126267315; LOC126267806; LOC126271650; LOC126271919; LOC126272746; LOC126274964; LOC126278568; LOC126278893; LOC126282259; LOC126283953; LOC126284291; LOC126295251; LOC126295285; LOC126297555; LOC126297822; LOC126298058; LOC126298067; LOC126298972; LOC126334996; LOC126334997; LOC126336931; LOC126344479; LOC126344496; LOC126353850; LOC126353927; LOC126353931; LOC126353956; LOC126354034; LOC126354110; LOC126354186; LOC126354590; LOC126355485; LOC126356316; LOC126357156; LOC126365747; LOC126365957","Akhr; boss; cac; Eno; fbl; Hex-A; Lkr; mfrn; Mio; Mvl; Nhe2; Nmdar1; Ptc; PyK; sesB; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0034702","monoatomic ion channel complex","monoatomic ion channel complex","CC",NA,"14/799","46/5969",2.27365728900256,0.039417028851068,0.039417028851068,14,14,"LOC126271869; LOC126272767; LOC126278568; LOC126281676; LOC126281695; LOC126292020; LOC126293524; LOC126293545; LOC126298058; LOC126298972; LOC126334943; LOC126336082; LOC126336864; LOC126355582","cac; nAChRa2; nAChRa3; nAChRa4; nAChRa8; Nmdar1; Nmdar2; Pain; Shaw; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006813","potassium ion transport","potassium ion transport","BP",NA,"15/799","51/5969",2.19723183391003,0.0401028295476138,0.0401028295476138,15,15,"LOC126266590; LOC126267806; LOC126267939; LOC126272718; LOC126278432; LOC126292020; LOC126295251; LOC126297822; LOC126324336; LOC126334943; LOC126336082; LOC126336864; LOC126354034; LOC126354186; LOC126361668","Nhe2; Shaw; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006631","fatty acid metabolic process","fatty acid metabolic process","BP",NA,"20/799","77/5969",1.94041252864782,0.0423043352263192,0.0423043352263192,20,20,"LOC126267953; LOC126268198; LOC126278002; LOC126279109; LOC126281648; LOC126281861; LOC126282322; LOC126284002; LOC126291873; LOC126298001; LOC126298530; LOC126335171; LOC126336244; LOC126336251; LOC126339944; LOC126345263; LOC126347783; LOC126347864; LOC126355485; LOC126356204","unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007606","sensory perception of chemical stimulus","sensory perception of chemical stimulus","BP",NA,"19/799","72/5969",1.97140522875817,0.044138226355607,0.044138226355607,19,19,"LOC126268114; LOC126272263; LOC126272377; LOC126272414; LOC126273203; LOC126278743; LOC126278781; LOC126281483; LOC126281509; LOC126282474; LOC126297555; LOC126297964; LOC126299155; LOC126343426; LOC126354525; LOC126354819; LOC126356154; LOC126356354; LOC126358740","if; Mvl; Tk; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0016829","lyase activity","lyase activity","MF",NA,"21/799","83/5969",1.89014883061658,0.0465260951929611,0.0465260951929611,21,21,"LOC126268126; LOC126268164; LOC126271872; LOC126271955; LOC126281391; LOC126281618; LOC126298393; LOC126298632; LOC126324953; LOC126334596; LOC126334613; LOC126335036; LOC126335171; LOC126335775; LOC126335781; LOC126336251; LOC126353933; LOC126354115; LOC126354995; LOC126355886; LOC126365941","Ac3; Ddc; Gad1; SamDC; Tdc1; Tdc2; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0004568","chitinase activity","chitinase activity","MF",NA,"6/799","12/5969",3.73529411764706,0.0478924459850619,0.0478924459850619,6,6,"LOC126274364; LOC126278279; LOC126297427; LOC126346580; LOC126346606; LOC126346622","Cda4; Cda5; Cht6; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006032","chitin catabolic process","chitin catabolic process","BP",NA,"6/799","12/5969",3.73529411764706,0.0478924459850619,0.0478924459850619,6,6,"LOC126274364; LOC126278279; LOC126297427; LOC126346580; LOC126346606; LOC126346622","Cda4; Cda5; Cht6; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0010817","regulation of hormone levels","regulation of hormone levels","BP",NA,"15/799","52/5969",2.15497737556561,0.0478924459850619,0.0478924459850619,15,15,"LOC126270657; LOC126284995; LOC126293695; LOC126298404; LOC126298770; LOC126299150; LOC126299197; LOC126305900; LOC126320178; LOC126334957; LOC126335148; LOC126337753; LOC126353907; LOC126356631; LOC126365945","Ace; Cyp18a1; CYP306A1; Cyp314a1; CYP315A1; E75; GPRGBB2; jhamt; nvd; unannotated; unc-104"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006637","acyl-CoA metabolic process","acyl-CoA metabolic process","BP",NA,"9/799","24/5969",2.80147058823529,0.0481742892890249,0.0481742892890249,9,9,"LOC126281648; LOC126281861; LOC126282322; LOC126282517; LOC126291873; LOC126339944; LOC126347783; LOC126347864; LOC126354620","unannotated; v"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007610","behavior","behavior","BP",NA,"72/799","393/5969",1.36865738661877,0.0481742892890249,0.0481742892890249,72,72,"LOC126266672; LOC126266988; LOC126267006; LOC126267038; LOC126267133; LOC126267432; LOC126268114; LOC126271955; LOC126272312; LOC126272462; LOC126272718; LOC126272767; LOC126272787; LOC126273220; LOC126273249; LOC126273293; LOC126278382; LOC126278568; LOC126278863; LOC126278890; LOC126281447; LOC126281478; LOC126281483; LOC126281897; LOC126281954; LOC126291467; LOC126292020; LOC126292199; LOC126292317; LOC126297585; LOC126297734; LOC126297882; LOC126298058; LOC126298063; LOC126298404; LOC126298490; LOC126298632; LOC126298857; LOC126298972; LOC126299004; LOC126299155; LOC126325353; LOC126334957; LOC126334996; LOC126334997; LOC126335148; LOC126335335; LOC126335781; LOC126336036; LOC126336423; LOC126336858; LOC126336939; LOC126343175; LOC126343426; LOC126353933; LOC126353956; LOC126354115; LOC126354348; LOC126354358; LOC126354995; LOC126355437; LOC126355582; LOC126355886; LOC126355888; LOC126356015; LOC126356039; LOC126356204; LOC126357156; LOC126361668; LOC126365371; LOC126365745; LOC126366011","Ac3; ato; cac; Cdk5alpha; Ddc; Dll; DOME; fbl; Fdh; Gad1; GPRGBB2; GPRNNA21; Hr39; ITP; jhamt; NLG-2; Nmdar1; Nmdar2; osk; Pain; para; PebIII; Pka-C1; Rdl; ss; Tbh; Tdc1; Tdc2; Th; Tk; Tsf1; unannotated; unc-104; w"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0016830","carbon-carbon lyase activity","carbon-carbon lyase activity","MF",NA,"9/799","24/5969",2.80147058823529,0.0481742892890249,0.0481742892890249,9,9,"LOC126268126; LOC126271955; LOC126298632; LOC126334613; LOC126335036; LOC126353933; LOC126354115; LOC126354995; LOC126355886","Ddc; Gad1; SamDC; Tdc1; Tdc2; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0035383","GO:0035383","GO:0035383",NA,NA,"9/799","24/5969",2.80147058823529,0.0481742892890249,0.0481742892890249,9,9,"LOC126281648; LOC126281861; LOC126282322; LOC126282517; LOC126291873; LOC126339944; LOC126347783; LOC126347864; LOC126354620","unannotated; v"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0051346","negative regulation of hydrolase activity","negative regulation of hydrolase activity","BP",NA,"9/799","24/5969",2.80147058823529,0.0481742892890249,0.0481742892890249,9,9,"LOC126278346; LOC126281178; LOC126282193; LOC126282269; LOC126335544; LOC126335545; LOC126335546; LOC126335547; LOC126354914","IAP5; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0050830","defense response to Gram-positive bacterium","defense response to Gram-positive bacterium","BP",NA,"7/799","16/5969",3.26838235294118,0.0520821609541146,0.0520821609541146,7,7,"LOC126267876; LOC126271975; LOC126272361; LOC126272362; LOC126285462; LOC126298648; LOC126334779","LYSC6; spz; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0098662","GO:0098662","GO:0098662",NA,NA,"36/799","170/5969",1.58200692041522,0.0530506408039676,0.0530506408039676,36,36,"LOC126266590; LOC126267806; LOC126267939; LOC126272139; LOC126272718; LOC126272767; LOC126273220; LOC126278432; LOC126279309; LOC126281447; LOC126282259; LOC126282638; LOC126283953; LOC126291650; LOC126292020; LOC126295251; LOC126297555; LOC126297822; LOC126298058; LOC126324336; LOC126334943; LOC126336038; LOC126336082; LOC126336864; LOC126354034; LOC126354110; LOC126354186; LOC126354785; LOC126354816; LOC126355303; LOC126356137; LOC126356287; LOC126356316; LOC126356631; LOC126361668; LOC126365875","cac; mfrn; Mvl; Nhe2; Pain; para; Shaw; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006066","alcohol metabolic process","alcohol metabolic process","BP",NA,"13/799","43/5969",2.25854993160055,0.0550774243140764,0.0550774243140764,13,13,"LOC126281954; LOC126292188; LOC126292260; LOC126298490; LOC126299253; LOC126305900; LOC126320178; LOC126322655; LOC126333165; LOC126335154; LOC126335155; LOC126336514; LOC126354225","CYP306A1; CYP315A1; Dat; Fdh; Ipk2; Pect; Tbh; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0016798","hydrolase activity, acting on glycosyl bonds","hydrolase activity, acting on glycosyl bonds","MF",NA,"13/799","43/5969",2.25854993160055,0.0550774243140764,0.0550774243140764,13,13,"LOC126267876; LOC126271975; LOC126272361; LOC126272362; LOC126274364; LOC126278279; LOC126297427; LOC126297701; LOC126322960; LOC126346580; LOC126346606; LOC126346622; LOC126354818","Cda4; Cda5; Cht6; LYSC6; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0005262","calcium channel activity","calcium channel activity","MF",NA,"10/799","29/5969",2.57606490872211,0.0554666448475249,0.0554666448475249,10,10,"LOC126267806; LOC126272139; LOC126272767; LOC126279309; LOC126295251; LOC126297822; LOC126298058; LOC126336038; LOC126354034; LOC126365875","cac; Pain; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0016042","lipid catabolic process","lipid catabolic process","BP",NA,"15/799","53/5969",2.11431742508324,0.0554666448475249,0.0554666448475249,15,15,"LOC126266656; LOC126267953; LOC126268198; LOC126270657; LOC126271919; LOC126272746; LOC126278148; LOC126278149; LOC126280991; LOC126291873; LOC126336244; LOC126336251; LOC126345263; LOC126355485; LOC126365747","Akhr; Cyp18a1; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0022843","voltage-gated monoatomic cation channel activity","voltage-gated monoatomic cation channel activity","MF",NA,"10/799","29/5969",2.57606490872211,0.0554666448475249,0.0554666448475249,10,10,"LOC126272139; LOC126273220; LOC126298058; LOC126298972; LOC126334943; LOC126336038; LOC126336082; LOC126336864; LOC126355582; LOC126365875","cac; Nmdar1; Nmdar2; Shaw; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:1901135","carbohydrate derivative metabolic process","carbohydrate derivative metabolic process","BP",NA,"63/799","338/5969",1.39244691959624,0.0554666448475249,0.0554666448475249,63,63,"LOC126266657; LOC126267016; LOC126267061; LOC126267166; LOC126267215; LOC126267216; LOC126267217; LOC126267343; LOC126267652; LOC126268068; LOC126268164; LOC126271949; LOC126272567; LOC126274364; LOC126274964; LOC126278279; LOC126281506; LOC126281573; LOC126281618; LOC126281648; LOC126281861; LOC126281958; LOC126281994; LOC126282322; LOC126282517; LOC126284041; LOC126284412; LOC126284573; LOC126285462; LOC126291591; LOC126291650; LOC126291873; LOC126295468; LOC126297427; LOC126297442; LOC126297494; LOC126297701; LOC126298865; LOC126299078; LOC126299116; LOC126299185; LOC126317480; LOC126324953; LOC126335001; LOC126335288; LOC126335775; LOC126335781; LOC126335966; LOC126336345; LOC126336838; LOC126339944; LOC126346580; LOC126346606; LOC126346622; LOC126347783; LOC126347864; LOC126353887; LOC126354588; LOC126354620; LOC126354720; LOC126357156; LOC126365918; LOC126365957","Ac3; Adk3; Cda4; Cda5; Cht6; Dpck; fbl; GlcAT-P; Hex-A; mmy; Oscillin; PGRPLA; PyK; RnrS; ST6Gal; UGP; unannotated; v; Zw"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006164","purine nucleotide biosynthetic process","purine nucleotide biosynthetic process","BP",NA,"19/799","74/5969",1.9181240063593,0.0557180261409769,0.0557180261409769,19,19,"LOC126268164; LOC126274964; LOC126281265; LOC126281618; LOC126281648; LOC126281861; LOC126282322; LOC126291650; LOC126291873; LOC126295468; LOC126298865; LOC126324953; LOC126335775; LOC126335781; LOC126339944; LOC126347783; LOC126347864; LOC126357156; LOC126365957","Ac3; ade2; Adk3; Dpck; fbl; Hex-A; PyK; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0051051","negative regulation of transport","negative regulation of transport","BP",NA,"19/799","74/5969",1.9181240063593,0.0557180261409769,0.0557180261409769,19,19,"LOC126271991; LOC126278128; LOC126278382; LOC126278863; LOC126281663; LOC126281749; LOC126284645; LOC126291991; LOC126292145; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295191; LOC126295382; LOC126295425; LOC126298404; LOC126336990; LOC126356321","cpx; Fur2; GPRGBB2; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0048565","digestive tract development","digestive tract development","BP",NA,"21/799","85/5969",1.84567474048443,0.0568578393861301,0.0568578393861301,21,21,"LOC126266672; LOC126266752; LOC126266830; LOC126267038; LOC126267773; LOC126271949; LOC126278048; LOC126278442; LOC126281165; LOC126281527; LOC126282035; LOC126291821; LOC126298915; LOC126299150; LOC126320178; LOC126335068; LOC126354642; LOC126354819; LOC126356154; LOC126356271; LOC126359421","Cyp314a1; CYP315A1; DOME; dpp; emc; if; Inx2; LanB2; Pvf1; sli; tor; trh; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0055123","digestive system development","digestive system development","BP",NA,"21/799","85/5969",1.84567474048443,0.0568578393861301,0.0568578393861301,21,21,"LOC126266672; LOC126266752; LOC126266830; LOC126267038; LOC126267773; LOC126271949; LOC126278048; LOC126278442; LOC126281165; LOC126281527; LOC126282035; LOC126291821; LOC126298915; LOC126299150; LOC126320178; LOC126335068; LOC126354642; LOC126354819; LOC126356154; LOC126356271; LOC126359421","Cyp314a1; CYP315A1; DOME; dpp; emc; if; Inx2; LanB2; Pvf1; sli; tor; trh; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0006629","lipid metabolic process","lipid metabolic process","BP",NA,"50/799","257/5969",1.45342183566033,0.058163360580866,0.058163360580866,50,50,"LOC126266656; LOC126267016; LOC126267953; LOC126268198; LOC126270657; LOC126271919; LOC126272746; LOC126278002; LOC126278061; LOC126278148; LOC126278149; LOC126278180; LOC126279052; LOC126279109; LOC126280991; LOC126281573; LOC126281648; LOC126281861; LOC126282322; LOC126284002; LOC126284995; LOC126285378; LOC126291873; LOC126298001; LOC126298530; LOC126298596; LOC126299150; LOC126305900; LOC126320178; LOC126334929; LOC126335148; LOC126335154; LOC126335155; LOC126335171; LOC126335966; LOC126336244; LOC126336251; LOC126336514; LOC126336772; LOC126337753; LOC126339944; LOC126343426; LOC126345263; LOC126347783; LOC126347864; LOC126355485; LOC126356100; LOC126356204; LOC126365747; LOC126365945","4EBP; Akhr; Cyp18a1; CYP306A1; Cyp314a1; CYP315A1; fwd; GlcAT-P; jhamt; ninaB; nvd; Tk; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0005244","voltage-gated monoatomic ion channel activity","voltage-gated monoatomic ion channel activity","MF",NA,"11/799","34/5969",2.41695501730104,0.0596037932137841,0.0596037932137841,11,11,"LOC126272139; LOC126273220; LOC126298058; LOC126298067; LOC126298972; LOC126334943; LOC126336038; LOC126336082; LOC126336864; LOC126355582; LOC126365875","cac; Nmdar1; Nmdar2; Shaw; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0022832","voltage-gated channel activity","voltage-gated channel activity","MF",NA,"11/799","34/5969",2.41695501730104,0.0596037932137841,0.0596037932137841,11,11,"LOC126272139; LOC126273220; LOC126298058; LOC126298067; LOC126298972; LOC126334943; LOC126336038; LOC126336082; LOC126336864; LOC126355582; LOC126365875","cac; Nmdar1; Nmdar2; Shaw; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007166","cell surface receptor signaling pathway","cell surface receptor signaling pathway","BP",NA,"55/799","289/5969",1.4217382454712,0.0603818270760391,0.0603818270760391,55,55,"LOC126266657; LOC126266672; LOC126266830; LOC126266832; LOC126267163; LOC126267315; LOC126267343; LOC126269255; LOC126269352; LOC126271434; LOC126271496; LOC126271869; LOC126271928; LOC126272905; LOC126276001; LOC126278442; LOC126281165; LOC126281676; LOC126281695; LOC126282030; LOC126282035; LOC126282112; LOC126284041; LOC126284333; LOC126284394; LOC126285462; LOC126293282; LOC126293373; LOC126293524; LOC126293545; LOC126297585; LOC126297822; LOC126298316; LOC126298648; LOC126298972; LOC126299506; LOC126324336; LOC126328409; LOC126334657; LOC126334906; LOC126335001; LOC126335021; LOC126335068; LOC126336345; LOC126336858; LOC126336893; LOC126353850; LOC126354602; LOC126354720; LOC126355051; LOC126355582; LOC126355888; LOC126355933; LOC126356271; LOC126356808","ato; boss; Ci; DOME; dpp; GPRFZ3; Hrs; kuz; nAChRa2; nAChRa3; nAChRa4; nAChRa8; Nmdar1; Nmdar2; Pka-C1; pnr; Ptc; Pvf1; Rel; Ser; shf; sli; sog; spz; spz2; spz4; spz6; tor; unannotated; unc-5"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0070887","cellular response to chemical stimulus","cellular response to chemical stimulus","BP",NA,"54/799","283/5969",1.42548326751195,0.0614818103116091,0.0614818103116091,54,54,"LOC126266656; LOC126266657; LOC126266672; LOC126266988; LOC126267038; LOC126267118; LOC126267133; LOC126269416; LOC126272594; LOC126272746; LOC126276001; LOC126278128; LOC126278287; LOC126278307; LOC126278442; LOC126280991; LOC126281663; LOC126282035; LOC126284041; LOC126284291; LOC126284645; LOC126284679; LOC126285378; LOC126291849; LOC126291991; LOC126292145; LOC126292297; LOC126293326; LOC126294945; LOC126294949; LOC126294955; LOC126295040; LOC126295191; LOC126295382; LOC126295425; LOC126297737; LOC126297882; LOC126297964; LOC126298991; LOC126298992; LOC126299097; LOC126299222; LOC126328409; LOC126334929; LOC126334946; LOC126335335; LOC126335505; LOC126336059; LOC126354003; LOC126354439; LOC126354602; LOC126355051; LOC126355485; LOC126365747","4EBP; Akhr; Blimp-1; Chd64; DOME; dpp; gpa2; gpb5; GPRNNA21; HPX5; Hr39; Hr4; Idh; Lkr; pnr; sesB; Sod; sog; TPX5; Trx-2; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007635","chemosensory behavior","chemosensory behavior","BP",NA,"15/799","54/5969",2.07516339869281,0.0628851625453614,0.0628851625453614,15,15,"LOC126268114; LOC126272767; LOC126273220; LOC126291467; LOC126297585; LOC126297734; LOC126298404; LOC126298632; LOC126298857; LOC126298972; LOC126299155; LOC126336036; LOC126343175; LOC126354348; LOC126366011","Dll; Gad1; GPRGBB2; Nmdar1; Pain; Pka-C1; Rdl; Tsf1; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0008049","male courtship behavior","male courtship behavior","BP",NA,"15/799","54/5969",2.07516339869281,0.0628851625453614,0.0628851625453614,15,15,"LOC126267432; LOC126272767; LOC126273293; LOC126281447; LOC126297882; LOC126298058; LOC126298490; LOC126299004; LOC126335148; LOC126336858; LOC126353956; LOC126355437; LOC126356039; LOC126365371; LOC126365745","ato; cac; Hr39; jhamt; NLG-2; Pain; para; ss; Tbh; Th; unannotated; w"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0005326","neurotransmitter transmembrane transporter activity","neurotransmitter transmembrane transporter activity","MF",NA,"8/799","21/5969",2.84593837535014,0.0667871406096858,0.0667871406096858,8,8,"LOC126272934; LOC126278890; LOC126278974; LOC126338336; LOC126343426; LOC126354816; LOC126356321; LOC126356631","cpx; Tk; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0050804","modulation of chemical synaptic transmission","modulation of chemical synaptic transmission","BP",NA,"22/799","92/5969",1.78644501278772,0.0671761000280993,0.0671761000280993,22,22,"LOC126267163; LOC126272462; LOC126273249; LOC126277399; LOC126278974; LOC126281204; LOC126284333; LOC126297585; LOC126297822; LOC126298058; LOC126298404; LOC126298602; LOC126299155; LOC126324336; LOC126336041; LOC126353850; LOC126356137; LOC126356321; LOC126356808; LOC126359421; LOC126365371; LOC126366011","boss; cac; CCE-I1; cpx; GPRGBB2; NLG-1; NLG-2; Pka-C1; Rdl; spz2; Syt4; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0099177","regulation of trans-synaptic signaling","regulation of trans-synaptic signaling","BP",NA,"22/799","92/5969",1.78644501278772,0.0671761000280993,0.0671761000280993,22,22,"LOC126267163; LOC126272462; LOC126273249; LOC126277399; LOC126278974; LOC126281204; LOC126284333; LOC126297585; LOC126297822; LOC126298058; LOC126298404; LOC126298602; LOC126299155; LOC126324336; LOC126336041; LOC126353850; LOC126356137; LOC126356321; LOC126356808; LOC126359421; LOC126365371; LOC126366011","boss; cac; CCE-I1; cpx; GPRGBB2; NLG-1; NLG-2; Pka-C1; Rdl; spz2; Syt4; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007215","glutamate receptor signaling pathway","glutamate receptor signaling pathway","BP",NA,"6/799","13/5969",3.44796380090498,0.0674686281135432,0.0674686281135432,6,6,"LOC126297822; LOC126298972; LOC126324336; LOC126353850; LOC126355582; LOC126356808","boss; Nmdar1; Nmdar2; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0007615","anesthesia-resistant memory","anesthesia-resistant memory","BP",NA,"6/799","13/5969",3.44796380090498,0.0674686281135432,0.0674686281135432,6,6,"LOC126271955; LOC126278382; LOC126278863; LOC126291467; LOC126297585; LOC126355437","Ddc; Pka-C1; unannotated"
"Non-directional enrichment","GO","All infection DEGs","All infection DEGs","Not split by direction","All infection DEGs","All infection DEGs","GO:0008066","glutamate receptor activity","glutamate receptor activity","MF",NA,"6/799","13/5969",3.44796380090498,0.0674686281135432,0.0674686281135432,6,6,"LOC126297822; LOC126298972; LOC126324336; LOC126353850; LOC126355582; LOC126356808","boss; Nmdar1; Nmdar2; unannotated"
